"","Relevé","TITLE","LITERATURE","YEAR","TAX_SCOPE","SAMPLING_METHOD","QUANT_METHOD","FAMILY","GENERA","EPITHET","SPECIES","IDENTIFICATION_CONFIDENCE","EPILIST","EPIPHYTE_FLORA","HEMIEPIPHYTE_FLORA","RUPICOLOUS_FLORA","TERRESTRIAL_FLORA","UNKNOWN_FLORA","NATURALNESS","INCLUSION.REQUIREMENTS","NUMBER_INDIVIDUALS","FREQUENCY","BIOMASS","SCORE","LONGITUDE","LATITUDE","PRECISION","PHOROPHYTE_FAMILY","PHOROPHYTE_GENUS","PHOROPHYTE_EPITHET","DBH","HEIGHT","OBS.","BIOME","COUNTRY","WWF_ECOREGION","PHYLUM"
"226",226,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.089444,-15.790833,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"227",227,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Catasetum",NA,"Catasetum sp.2","morpho",NA,0,0,0,0,0,"Natural","",NA,NA,NA,"",-48.089444,-15.790833,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"228",228,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Comparettia","coccinea","Comparettia coccinea","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.089444,-15.790833,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"229",229,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","nocturnum","Epidendrum nocturnum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.089444,-15.790833,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"230",230,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","pseudodifforme","Epidendrum pseudodifforme","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.089444,-15.790833,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"231",231,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Gomesa","varicosa","Gomesa varicosa","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.089444,-15.790833,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"232",232,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Isabelia","violacea","Isabelia violacea","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.089444,-15.790833,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"233",233,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.089444,-15.790833,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"234",234,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Brassavola","flagellaris","Brassavola flagellaris","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.068056,-15.798611,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"235",235,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.068056,-15.798611,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"236",236,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Epidendrum","pseudodifforme","Epidendrum pseudodifforme","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.068056,-15.798611,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"237",237,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Isabelia","violacea","Isabelia violacea","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.068056,-15.798611,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"238",238,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Maxillaria","ochroleuca","Maxillaria ochroleuca","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.068056,-15.798611,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"239",239,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Maxillaria","uniflora","Maxillaria uniflora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.068056,-15.798611,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"240",240,"Diversidade e riqueza de orquídeas epífitas em Matas de galeria da Floresta Nacional de Brasília-DF","Others",2013,"Orchidaceae","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.068056,-15.798611,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"241",241,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Anathallis","laciniata","Anathallis laciniata","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"242",242,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Aspleniaceae","Asplenium","praemorsum","Asplenium praemorsum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Pteridophyte"
"243",243,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"244",244,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"245",245,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Polypodiaceae","Campyloneurum","angustifolium","Campyloneurum angustifolium","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Pteridophyte"
"246",246,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Epidendrum","pseudodifforme","Epidendrum pseudodifforme","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"247",247,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Cactaceae","Epiphyllum","phyllanthus","Epiphyllum phyllanthus","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"248",248,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Gomesa","varicosa","Gomesa varicosa","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"249",249,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Isabelia","violacea","Isabelia violacea","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"250",250,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Piperaceae","Peperomia","campinasana","Peperomia campinasana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"251",251,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Piperaceae","Peperomia","loxensis","Peperomia loxensis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"252",252,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Pteridophyte"
"253",253,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Polypodiaceae","Pleopeltis","minima","Pleopeltis minima","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Pteridophyte"
"254",254,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Polystachya","foliosa","Polystachya foliosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"255",255,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Scaphyglottis","prolifera","Scaphyglottis prolifera","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"256",256,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Bromeliaceae","Tillandsia","tenuifolia","Tillandsia tenuifolia","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.012778,-15.906389,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"257",257,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Anathallis","laciniata","Anathallis laciniata","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"258",258,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"259",259,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"260",260,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Polypodiaceae","Campyloneurum","angustifolium","Campyloneurum angustifolium","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Pteridophyte"
"261",261,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Dryadella","ana-paulae","Dryadella ana-paulae","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"262",262,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Epidendrum","nocturnum","Epidendrum nocturnum","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"263",263,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Epidendrum","pseudodifforme","Epidendrum pseudodifforme","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"264",264,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Isabelia","violacea","Isabelia violacea","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"265",265,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Maxillaria","uniflora","Maxillaria uniflora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"266",266,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Piperaceae","Peperomia","campinasana","Peperomia campinasana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"267",267,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Piperaceae","Peperomia","loxensis","Peperomia loxensis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"268",268,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Polypodiaceae","Pleopeltis","hirsutissima","Pleopeltis hirsutissima","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Pteridophyte"
"269",269,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Polypodiaceae","Pleopeltis","minima","Pleopeltis minima","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Pteridophyte"
"270",270,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Polystachya","foliosa","Polystachya foliosa","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"271",271,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Orchidaceae","Scaphyglottis","prolifera","Scaphyglottis prolifera","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"272",272,"Comunidades epifítica e arbórea em matas de galeira no Distrito Federal, Brasil","Others",2013,"All","Plot","Presence","Polypodiaceae","Serpocaulon","fraxinifolium","Serpocaulon fraxinifolium","","Epiphyte",1,1,0,0,0,"Natural","",NA,NA,NA,"",-48.009444,-15.906944,"Plot","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Pteridophyte"
"273",273,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Orchidaceae","Acianthera","ramosa","Acianthera ramosa","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"274",274,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Bromeliaceae","Aechmea","bromeliifolia","Aechmea bromeliifolia","","Epiphyte",1,0,1,1,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"275",275,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Bromeliaceae","Billbergia","porteana","Billbergia porteana","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"276",276,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Orchidaceae","Brassavola","tuberculata","Brassavola tuberculata","","Epiphyte",1,0,1,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"277",277,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Orchidaceae","Campylocentrum","neglectum","Campylocentrum neglectum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"278",278,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Orchidaceae","Catasetum",NA,"Catasetum sp.3","morpho",NA,0,0,0,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"279",279,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Orchidaceae","Epidendrum","densiflorum","Epidendrum densiflorum","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"280",280,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Orchidaceae","Epidendrum","pseudodifforme","Epidendrum pseudodifforme","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"281",281,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Orchidaceae","Ionopsis","utricularioides","Ionopsis utricularioides","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"282",282,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Piperaceae","Peperomia","loxensis","Peperomia loxensis","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
"283",283,"Leaf trait co-variation and trade-offs in gallery forest C3 and CAM epiphytes","Paper",2018,"Angio","Others","Presence","Orchidaceae","Rodriguezia","decora","Rodriguezia decora","","Epiphyte",1,0,0,0,0,"Natural","",NA,NA,NA,"",-47.915556,-15.924444,"Area","","","",NA,NA,"","Cerrado","Brazil","Cerrado","Angiospermae"
